jugador;pais;posicion;equipo;liga;edad;partidos_jugados;partidos_titular;minutos_jugados;goles_sin_penalties;npxG+xA;goles;disparos;disparos_a_puerta;%_disparos_a_puerta;goles/disparo;goles/disparo_a_puerta;distancia_media_disparo;tiros_libres_lanzados;penalties_marcados;penalties_intentados;xG;npxG;npxG/Sh;G-xG;npG-xG;pases_completados;pases_intentados;%_pases_completados;valor_de_mercado
Rafael Borré;COL;FW;Eint Frankfurt;de Bundesliga;25;31;28;2378;8;12,5;8;51;24;47,1;0,16;0,33;13,5;0;0;0;9,3;9,3;0,18;-1,3;-1,3;517;709;72,9;16166666
Rafael Czichos;GER;DF;Köln;de Bundesliga;31;17;16;1402;0;0,7;0;2;0;0;0;0;6,1;0;0;0;0,2;0,2;0,11;-0,2;-0,2;873;1042;83,8;1183333
Rafael Leão;POR;FW;Milan;it Serie A;22;34;31;2605;11;15,4;11;97;38;39,2;0,11;0,29;18,8;0;0;0;9,1;9,1;0,09;1,9;1,9;579;805;71,9;57500000
Rafael Tolói;ITA;DF;Atalanta;it Serie A;30;20;16;1438;1;1,8;1;11;2;18,2;0,09;0,5;11;0;0;0;1,3;1,3;0,12;-0,3;-0,3;785;940;83,5;11000000
Rafal Gikiewicz;POL;GK;Augsburg;de Bundesliga;33;34;34;3060;0;0,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;817;1240;65,9;1380000
Rafinha;BRA;FW,MF;Paris S-G;fr Ligue 1;28;5;3;220;0;0,5;0;5;0;0;0;0;18,8;1;0;0;0,4;0,4;0,08;-0,4;-0,4;168;185;90,8;11071428
Ragnar Ache;GER;MF,FW;Eint Frankfurt;de Bundesliga;23;13;1;259;0;0,8;0;11;2;18,2;0;0;15,8;0;0;0;0,5;0,5;0,05;-0,5;-0,5;42;71;59,2;1483333
Raheem Sterling;ENG;FW;Manchester City;eng Premier League;26;30;23;2128;11;16,6;13;54;25;46,3;0,2;0,44;13,8;0;2;3;14,4;12;0,22;-1,4;-1;722;876;82,4;79166666
Ramy Bensebaini;ALG;DF;M'Gladbach;de Bundesliga;26;23;22;2020;2;3,2;4;29;7;24,1;0,07;0,29;16,3;1;2;2;3,7;2,2;0,08;0,3;-0,2;1060;1295;81,9;20000000
Ramzi Aya;ITA;DF;Salernitana;it Serie A;30;2;2;135;0;0;0;1;0;0;0;0;25,9;0;0;0;0;0;0,04;0;0;18;28;64,3;270000
Randal Kolo Muani;FRA;FW,MF;Nantes;fr Ligue 1;22;36;34;2948;12;14,4;12;55;26;47,3;0,22;0,46;11,3;0;0;0;9,9;9,9;0,18;2,1;2,1;403;601;67,1;20545454
Rani Khedira;GER;MF;Union Berlin;de Bundesliga;27;32;32;2757;0;1,6;0;13;2;15,4;0;0;17,8;0;0;0;1,2;1,2;0,09;-1,2;-1,2;697;946;73,7;6100000
Raoul Bellanova;ITA;DF;Cagliari;it Serie A;21;31;27;2496;1;5,6;1;23;5;21,7;0,04;0,2;15;0;0;0;1,8;1,8;0,08;-0,8;-0,8;678;940;72,1;4014285
Raphael Framberger;GER;DF;Augsburg;de Bundesliga;25;23;9;848;0;0,6;0;1;0;0;0;0;20,4;0;0;0;0;0;0,03;0;0;295;446;66,1;1660000
Raphaël Guerreiro;POR;DF;Dortmund;de Bundesliga;27;23;21;1795;3;3,7;4;31;10;32,3;0,1;0,3;24,5;8;1;1;2,5;1,7;0,06;1,5;1,3;1302;1524;85,4;29166666
Raphaël Varane;FRA;DF;Manchester Utd;eng Premier League;28;22;20;1831;1;1;1;9;1;11,1;0,11;1;8,3;0;0;0;0,8;0,8;0,09;0,2;0,2;986;1096;90;58833333
Rayan Cherki;FRA;FW,MF;Lyon;fr Ligue 1;17;16;3;440;0;1,4;0;14;3;21,4;0;0;21,5;0;0;0;0,7;0,7;0,05;-0,7;-0,7;197;258;76,4;22166666
Raúl Albiol;ESP;DF;Villarreal;es La Liga;35;28;28;2465;0;0,7;0;6;1;16,7;0;0;8,1;0;0;0;0,6;0,6;0,09;-0,6;-0,6;1337;1528;87,5;2700000
Raúl García;ESP;FW;Athletic Club;es La Liga;35;35;24;1802;6;7,9;6;44;12;27,3;0,14;0,5;16,2;0;0;1;6;5,2;0,12;0;0,8;373;594;62,8;800000
Raúl Guti;ESP;MF;Elche;es La Liga;24;31;17;1627;0;1,5;0;18;5;27,8;0;0;22,1;0;0;0;1,3;1,3;0,07;-1,3;-1,3;661;788;83,9;4250000
Raúl Jiménez;MEX;FW;Wolves;eng Premier League;30;34;30;2631;5;8,7;6;57;15;26,3;0,09;0,33;16,1;1;1;1;6,6;6,1;0,11;-0,6;-1,1;557;779;71,5;19857142
Raúl Moro;ESP;FW;Lazio;it Serie A;18;11;1;201;0;0,5;0;2;1;50;0;0;12,8;0;0;0;0,3;0,3;0,15;-0,3;-0,3;75;87;86,2;2420000
Raúl Parra;ESP;DF;Cádiz;es La Liga;21;2;1;88;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;22;31;71;210000
Raúl Torrente;ESP;DF;Granada;es La Liga;20;18;15;1282;0;1,2;0;4;0;0;0;0;13;0;0;0;0,3;0,3;0,08;-0,3;-0,3;445;603;73,8;1468750
Raúl de Tomás;ESP;FW;Espanyol;es La Liga;26;34;33;2914;12;12,5;17;101;40;39,6;0,12;0,3;18,2;9;5;5;14,6;10,8;0,11;2,4;1,2;612;741;82,6;13777777
Reece James;ENG;DF;Chelsea;eng Premier League;21;26;22;1864;5;8,3;5;37;10;27;0,14;0,5;20,4;6;0;0;2,6;2,6;0,07;2,4;2,4;1442;1667;86,5;51666666
Reece Oxford;ENG;DF;Augsburg;de Bundesliga;22;30;30;2693;2;2,3;2;14;4;28,6;0,14;0,5;8,5;0;0;0;2,1;2,1;0,15;-0,1;-0,1;924;1132;81,6;7750000
Reinier;BRA;FW,MF;Dortmund;de Bundesliga;19;13;1;162;0;0,1;0;1;0;0;0;0;8,5;0;0;0;0,1;0,1;0,1;-0,1;-0,1;66;82;80,5;9833333
Reinildo Mandava;MOZ;DF;Atlético Madrid;es La Liga;27;17;15;1298;0;0,3;0;2;0;0;0;0;7,2;0;0;0;0,2;0,2;0,12;-0,2;-0,2;543;668;81,3;14875000
Reiss Nelson;ENG;FW;Arsenal;eng Premier League;21;1;0;20;0;0,1;0;1;0;0;0;0;18;0;0;0;0;0;0,04;0;0;10;11;90,9;7500000
Remo Freuler;SUI;MF;Atalanta;it Serie A;29;29;28;2369;1;3,3;1;20;6;30;0,05;0,17;20;0;0;0;1,5;1,5;0,08;-0,5;-0,5;1450;1689;85,8;17500000
Renan Lodi;BRA;DF;Atlético Madrid;es La Liga;23;29;13;1181;2;2,6;2;10;4;40;0,2;0,5;17;0;0;0;0,7;0,7;0,07;1,3;1,3;502;640;78,4;26875000
Renato Sanches;POR;MF;Lille;fr Ligue 1;23;25;20;1651;2;4,2;2;22;4;18,2;0,09;0,5;24,5;3;0;0;0,9;0,9;0,04;1,1;1,1;995;1211;82,2;26833333
Renato Steffen;SUI;FW,MF;Wolfsburg;de Bundesliga;29;20;13;967;0;2,4;0;13;2;15,4;0;0;14,3;0;0;0;1,3;1,3;0,1;-1,3;-1,3;331;430;77;3133333
Renato Tapia;PER;MF;Celta Vigo;es La Liga;26;29;13;1412;0;0,7;0;12;3;25;0;0;24,3;0;0;0;0,5;0,5;0,04;-0,5;-0,5;693;863;80,3;13277777
Renaud Emond;BEL;MF,FW;Nantes;fr Ligue 1;29;6;2;190;0;0;0;1;0;0;0;0;54;0;0;0;0;0;0,02;0;0;23;33;69,7;1671428
Renaud Ripart;FRA;FW,DF;Troyes;fr Ligue 1;28;28;22;1893;2;5;2;43;13;30,2;0,05;0,15;15,4;0;0;0;3,6;3,6;0,08;-1,6;-1,6;485;679;71,4;4000000
Rey Manaj;ALB;FW;Spezia;it Serie A;24;30;19;1768;3;6,3;5;51;14;27,5;0,06;0,21;17,4;6;2;3;7,1;4,8;0,1;-2,1;-1,8;339;449;75,5;1085714
Ricardo Mangas;POR;DF;Bordeaux;fr Ligue 1;23;29;27;2353;3;2,8;3;17;5;29,4;0,18;0,6;13,1;0;0;0;2,2;2,2;0,13;0,8;0,8;842;1073;78,5;1266666
Ricardo Pepi;USA;FW,MF;Augsburg;de Bundesliga;18;11;4;477;0;1,6;0;8;4;50;0;0;12,6;0;0;0;1;1;0,12;-1;-1;69;108;63,9;7700000
Ricardo Pereira;POR;DF;Leicester City;eng Premier League;27;14;13;991;1;2;1;10;2;20;0,1;0,5;16,3;0;0;0;0,7;0,7;0,07;0,3;0,3;520;646;80,5;22500000
Ricardo Rodríguez;SUI;DF;Torino;it Serie A;28;34;28;2473;0;1,8;0;9;0;0;0;0;26,1;3;0;0;0,3;0,3;0,03;-0,3;-0,3;1259;1461;86,2;2680000
Riccardo Calafiori;ITA;DF;Genoa;it Serie A;19;3;1;82;0;0;0;1;0;0;0;0;14,2;0;0;0;0;0;0,05;0;0;11;20;55;3500000
Riccardo Ciervo;ITA;MF,DF;Sampdoria;it Serie A;19;10;1;227;0;0,4;0;3;1;33,3;0;0;22,3;0;0;0;0,1;0,1;0,04;-0,1;-0,1;52;73;71,2;1120000
Riccardo Fiamozzi;ITA;DF;Empoli;it Serie A;28;10;7;620;0;0,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;292;388;75,3;480000
Riccardo Gagliolo;SWE;DF;Salernitana;it Serie A;31;17;12;1138;0;0,8;0;8;1;12,5;0;0;16,9;0;0;0;0,8;0,8;0,1;-0,8;-0,8;384;491;78,2;1180000
Riccardo Marchizza;ITA;DF;Empoli;it Serie A;23;19;16;1346;0;1,9;0;8;1;12,5;0;0;20,3;1;0;0;0,3;0,3;0,04;-0,3;-0,3;463;649;71,3;1740000
Riccardo Orsolini;ITA;FW;Bologna;it Serie A;24;29;21;1785;4;6,6;6;53;15;28,3;0,08;0,27;18,8;5;2;2;6,2;4,7;0,09;-0,2;-0,7;496;746;66,5;11750000
Riccardo Pinzi;ITA;MF;Udinese;it Serie A;17;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;50;112500
Riccardo Saponara;ITA;FW;Fiorentina;it Serie A;29;29;13;1284;3;5,2;3;37;14;37,8;0,08;0,21;19,7;0;0;0;2;2;0,05;1;1;428;552;77,5;2300000
Riccardo Sottil;ITA;FW;Fiorentina;it Serie A;22;24;14;1239;3;4,7;3;22;10;45,5;0,14;0,3;16,7;1;0;0;2,5;2,5;0,12;0,5;0,5;301;386;78;8500000
Richarlison;BRA;FW,MF;Everton;eng Premier League;24;30;28;2523;7;10,3;10;70;20;28,6;0,1;0,35;15,8;2;3;3;10,2;7,9;0,11;-0,2;-0,9;352;570;61,8;52875000
Rick Karsdorp;NED;DF;Roma;it Serie A;26;36;32;2883;0;5;0;2;1;50;0;0;24,3;0;0;0;0;0;0,02;0;0;1501;1831;82;12428571
Rico Henry;ENG;DF;Brentford;eng Premier League;24;34;33;2776;3;3,5;3;14;5;35,7;0,21;0,6;16;0;0;0;1,8;1,8;0,13;1,2;1,2;868;1202;72,2;13857142
Ridgeciano Haps;SUR;DF;Venezia;it Serie A;28;25;24;2056;1;0,8;1;11;2;18,2;0,09;0,5;21,7;0;0;0;0,4;0,4;0,03;0,6;0,6;660;871;75,8;2660000
Ridle Baku;GER;DF,FW;Wolfsburg;de Bundesliga;23;34;28;2446;3;7;3;37;8;21,6;0,08;0,38;20;0;0;0;2,2;2,2;0,06;0,8;0,8;1019;1328;76,7;19750000
Riqui Puig;ESP;MF;Barcelona;es La Liga;21;15;2;487;1;1;1;9;3;33,3;0,11;0,33;18,5;0;0;0;0,7;0,7;0,08;0,3;0,3;420;454;92,5;11125000
Riyad Mahrez;ALG;FW;Manchester City;eng Premier League;30;28;15;1498;7;10;11;56;18;32,1;0,13;0,39;17,2;6;4;5;10,1;6,3;0,11;0,9;0,7;767;930;82,5;37800000
Rob Holding;ENG;DF;Arsenal;eng Premier League;25;15;9;845;1;0,3;1;4;1;25;0,25;1;6,8;0;0;0;0,3;0,3;0,07;0,7;0,7;418;474;88,2;12666666
Robert Andrich;GER;MF;Leverkusen;de Bundesliga;26;26;21;1817;4;4,1;4;30;7;23,3;0,13;0,57;17,5;1;0;0;3,2;3,2;0,11;0,8;0,8;832;1011;82,3;10166666
Robert Gumny;POL;DF;Augsburg;de Bundesliga;23;28;27;2272;0;0,6;0;7;0;0;0;0;12,1;0;0;0;0,3;0,3;0,04;-0,3;-0,3;724;960;75,4;2833333
Robert Lewandowski;POL;FW;Bayern Munich;de Bundesliga;32;34;34;2946;30;34,5;35;157;77;49;0,19;0,39;12,6;3;5;5;32,6;28,9;0,18;2,4;1,1;589;769;76,6;50000000
Robert Skov;DEN;DF,FW;Hoffenheim;de Bundesliga;25;12;3;368;0;2,2;0;12;2;16,7;0;0;17,8;1;0;0;0,8;0,8;0,06;-0,8;-0,8;131;175;74,9;8833333
Robert Sánchez;ESP;GK;Brighton;eng Premier League;23;37;37;3329;0;0,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1053;1500;70,2;15250000
Robert Tesche;GER;MF;Bochum;de Bundesliga;34;11;5;349;0;0,1;0;2;0;0;0;0;15;0;0;0;0,1;0,1;0,04;-0,1;-0,1;145;170;85,3;316666
Roberto Firmino;BRA;FW;Liverpool;eng Premier League;29;20;10;990;5;7,4;5;30;11;36,7;0,17;0,45;15,1;0;0;0;5;5;0,17;0;0;393;501;78,4;37857142
Roberto Gagliardini;ITA;MF;Inter;it Serie A;27;18;6;649;2;2,9;2;8;4;50;0,25;0,5;15,8;0;0;0;1;1;0,12;1;1;297;349;85,1;10300000
Roberto Massimo;GER;DF,FW;Stuttgart;de Bundesliga;20;19;11;877;2;3,5;2;20;11;55;0,1;0,18;18,4;0;0;0;2,5;2,5;0,12;-0,5;-0,5;225;300;75;2300000
Roberto Pereyra;ARG;MF,FW;Udinese;it Serie A;30;24;22;1794;2;6,2;3;28;7;25;0,07;0,29;16,6;1;1;2;4,5;3;0,11;-1,5;-1;719;840;85,6;7625000
Roberto Piccoli;ITA;FW;Atalanta;it Serie A;20;12;1;196;1;1,4;1;5;3;60;0,2;0,33;11,6;0;0;0;1,1;1,1;0,23;-0,1;-0,1;26;44;59,1;3700000
Roberto Soldado;ESP;FW;Levante;es La Liga;36;18;7;664;3;4,4;3;17;8;47,1;0,18;0,38;11,8;0;0;0;3,5;3,5;0,21;-0,5;-0,5;100;147;68;1028571
Roberto Soriano;ITA;MF,FW;Bologna;it Serie A;30;35;32;2622;0;6,1;0;25;8;32;0;0;17,8;0;0;0;1,9;1,9;0,07;-1,9;-1,9;1031;1258;82;6625000
Roberto Torres;ESP;MF,FW;Osasuna;es La Liga;32;28;6;809;0;2,5;2;13;3;23,1;0;0;24,3;0;2;2;2;0,4;0,03;0;-0,4;272;437;62,2;3800000
Robin Gosens;GER;DF;Atalanta;it Serie A;27;6;5;460;1;1,9;1;15;4;26,7;0,07;0,25;12,7;0;0;0;1,5;1,5;0,1;-0,5;-0,5;214;260;82,3;28833333
Robin Hack;GER;FW,MF;Arminia;de Bundesliga;22;30;13;1364;0;3,8;0;31;6;19,4;0;0;20,8;2;0;0;2,4;2,4;0,08;-2,4;-2,4;357;493;72,4;2600000
Robin Knoche;GER;DF;Union Berlin;de Bundesliga;29;33;33;2970;0;0,6;0;10;4;40;0;0;11,1;0;0;0;0,4;0,4;0,04;-0,4;-0,4;1364;1683;81;6416666
Robin Koch;GER;MF,DF;Leeds United;eng Premier League;25;20;17;1574;0;1,3;0;12;1;8,3;0;0;14,8;0;0;0;0,7;0,7;0,06;-0,7;-0,7;531;681;78;17000000
Robin Le Normand;FRA;DF;Real Sociedad;es La Liga;24;37;37;3330;1;1,5;1;18;4;22,2;0,06;0,25;9,6;0;0;0;1,3;1,3;0,07;-0,3;-0,3;1888;2109;89,5;28142857
Robin Olsen;SWE;GK;Aston Villa;eng Premier League;31;1;1;90;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;25;48;52,1;2600000
Robin Zentner;GER;GK;Mainz 05;de Bundesliga;26;32;32;2880;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;689;997;69,1;4900000
Rodri;ESP;MF;Manchester City;eng Premier League;25;33;33;2884;7;4,1;7;45;14;31,1;0,16;0,5;18,2;0;0;0;2,7;2,7;0,06;4,3;4,3;2587;2796;92,5;74000000
Rodrigo;ESP;FW;Betis;es La Liga;21;21;10;881;1;2,9;1;15;7;46,7;0,07;0,14;16,1;0;0;0;1,3;1,3;0,09;-0,3;-0,3;340;414;82,1;14800000
Rodrigo Battaglia;ARG;MF;Mallorca;es La Liga;30;26;12;1179;0;0,4;0;5;1;20;0;0;20,1;0;0;0;0,3;0,3;0,06;-0,3;-0,3;435;526;82,7;2614285
Rodrigo Becão;BRA;DF;Udinese;it Serie A;25;35;35;3130;2;1,9;2;19;5;26,3;0,11;0,4;12,6;0;0;0;1,1;1,1;0,06;0,9;0,9;1114;1398;79,7;6500000
Rodrigo Bentancur;URU;MF;Juventus;it Serie A;24;19;13;1155;0;0,8;0;8;1;12,5;0;0;20,5;0;0;0;0,4;0,4;0,06;-0,4;-0,4;660;756;87,3;33285714
Rodrygo;BRA;FW;Real Madrid;es La Liga;20;32;16;1459;4;6,2;4;35;15;42,9;0,11;0,27;15,8;0;0;0;4,6;4,6;0,13;-0,6;-0,6;558;673;82,9;55000000
Roger Martí;ESP;FW;Levante;es La Liga;30;29;25;2115;6;7,5;7;46;16;34,8;0,13;0,38;17;0;1;3;8,1;5,9;0,13;-1,1;0,1;316;459;68,8;6500000
Rogério;BRA;DF;Sassuolo;it Serie A;23;23;19;1729;0;2,5;0;14;4;28,6;0;0;23,7;0;0;0;0,4;0,4;0,03;-0,4;-0,4;944;1139;82,9;5950000
Roland Sallai;HUN;MF,FW;Freiburg;de Bundesliga;24;31;18;1551;4;9,4;4;47;10;21,3;0,09;0,4;14,8;0;0;0;5,6;5,6;0,12;-1,6;-1,6;335;502;66,7;11750000
Rolando Mandragora;ITA;MF;Torino;it Serie A;24;21;16;1319;0;3,9;0;23;5;21,7;0;0;23,3;3;0;0;1,2;1,2;0,05;-1,2;-1,2;644;765;84,2;11750000
Roli Pereira de Sa;FRA;MF;Nantes;fr Ligue 1;24;17;5;573;0;1;0;5;1;20;0;0;15,5;0;0;0;0,4;0,4;0,08;-0,4;-0,4;232;278;83,5;540000
Romain Del Castillo;FRA;MF,FW;Brest;fr Ligue 1;25;19;13;975;0;2,6;0;12;3;25;0;0;21;0;0;0;0,8;0,7;0,06;-0,8;-0,7;324;437;74,1;3700000
Romain Faivre;FRA;MF;Brest;fr Ligue 1;23;21;20;1795;2;5,8;7;32;13;40,6;0,06;0,15;21,8;4;5;5;6,2;2,4;0,08;0,8;-0,4;667;860;77,6;11750000
Romain Hamouma;FRA;FW;Saint-Étienne;fr Ligue 1;34;22;7;886;2;3,6;2;22;7;31,8;0,09;0,29;17,1;0;0;0;2,6;2,6;0,12;-0,6;-0,6;224;319;70,2;1025000
Romain Perraud;FRA;DF;Southampton;eng Premier League;23;20;18;1623;0;1,5;0;19;3;15,8;0;0;20,3;0;0;0;0,9;0,9;0,05;-0,9;-0,9;492;750;65,6;9142857
Romain Philippoteaux;FRA;MF;Brest;fr Ligue 1;33;1;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;5;7;71,4;495000
Romain Salin;FRA;GK;Rennes;fr Ligue 1;37;1;1;90;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;29;32;90,6;425000
Romain Saïss;MAR;DF;Wolves;eng Premier League;31;31;31;2705;2;3,1;2;18;6;33,3;0,11;0,33;11,8;1;0;0;2,7;2,7;0,15;-0,7;-0,7;1415;1718;82,4;7785714
Romain Thomas;FRA;DF;Angers;fr Ligue 1;33;30;29;2563;2;2,1;2;13;4;30,8;0,15;0,5;7,3;0;0;0;2;2;0,15;0;0;1483;1685;88;1150000
Roman Bürki;SUI;GK;Dortmund;de Bundesliga;30;1;1;90;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;16;23;69,6;3257142
Romario Rösch;GER;MF;Mainz 05;de Bundesliga;22;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;210000
Romelu Lukaku;BEL;FW;Chelsea;eng Premier League;28;26;16;1589;7;9;8;42;13;31;0,17;0,54;13,1;1;1;1;6,8;6,1;0,14;1,2;0,9;234;320;73,1;75000000
Rominigue Kouamé;MLI;MF;Troyes;fr Ligue 1;24;34;34;2968;1;4,6;1;38;11;28,9;0,03;0,09;21,9;1;0;0;2,6;2,6;0,07;-1,6;-1,6;1393;1583;88;3500000
Ronald Araújo;URU;DF;Barcelona;es La Liga;22;30;25;2272;4;1,9;4;19;10;52,6;0,21;0,4;11,4;0;0;0;1,4;1,4;0,08;2,6;2,6;1485;1643;90,4;42777777
Ronaldo Vieira;GNB;MF;Sampdoria;it Serie A;23;14;4;495;0;0,1;0;1;0;0;0;0;18;0;0;0;0,1;0,1;0,08;-0,1;-0,1;249;287;86,8;3750000
Ronaël Pierre-Gabriel;FRA;DF;Brest;fr Ligue 1;23;30;29;2548;0;1,3;0;7;2;28,6;0;0;15;0;0;0;0,7;0,7;0,1;-0,7;-0,7;1187;1418;83,7;4416666
Ross Barkley;ENG;MF;Chelsea;eng Premier League;27;6;1;179;1;1,9;1;9;4;44,4;0,11;0,25;20,9;0;0;0;1,2;1,2;0,13;-0,2;-0,2;105;127;82,7;14428571
Ruben Aguilar;FRA;DF;Monaco;fr Ligue 1;28;28;22;2140;0;1,1;0;10;2;20;0;0;22,2;0;0;0;0,3;0,3;0,03;-0,3;-0,3;1438;1715;83,8;10571428
Ruben Loftus-Cheek;ENG;MF,DF;Chelsea;eng Premier League;25;24;13;1394;0;3,1;0;19;6;31,6;0;0;17,4;0;0;0;1,2;1,2;0,06;-1,2;-1,2;877;968;90,6;20833333
Rubén Alcaraz;ESP;MF;Cádiz;es La Liga;30;14;12;1105;2;2,4;2;23;6;26,1;0,09;0,33;22,7;5;0;0;1,3;1,3;0,05;0,7;0,7;551;654;84,3;3583333
Rubén Duarte;ESP;DF;Alavés;es La Liga;25;34;31;2621;0;2,6;0;9;3;33,3;0;0;23,9;0;0;0;0,5;0,5;0,06;-0,5;-0,5;914;1346;67,9;3600000
Rubén García;ESP;FW,MF;Osasuna;es La Liga;28;37;30;2375;1;5;1;30;9;30;0,03;0,11;23,1;4;0;2;3,1;1,6;0,05;-2,1;-0,6;891;1247;71,5;8333333
Rubén Pardo;ESP;MF;Bordeaux;fr Ligue 1;28;1;0;6;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;100;2400000
Rubén Peña;ESP;MF,FW;Villarreal;es La Liga;30;7;1;132;0;1,3;0;3;2;66,7;0;0;11,5;0;0;0;0,2;0,2;0,08;-0,2;-0,2;38;52;73,1;3200000
Rubén Rochina;ESP;MF,FW;Granada;es La Liga;30;15;8;743;1;1,3;1;15;5;33,3;0,07;0,2;25,5;1;0;0;0,6;0,6;0,04;0,4;0,4;259;379;68,3;2620000
Rubén Sobrino;ESP;FW,MF;Cádiz;es La Liga;29;33;19;1861;4;8,2;4;34;10;29,4;0,12;0,4;12;0;0;0;6,3;6,3;0,19;-2,3;-2,3;373;504;74;1700000
Rui Patrício;POR;GK;Roma;it Serie A;33;38;38;3420;0;0,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;820;1071;76,6;7800000
Rui Silva;POR;GK;Betis;es La Liga;27;22;21;1964;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;515;724;71,1;13000000
Ruslan Malinovskyi;UKR;FW,MF;Atalanta;it Serie A;28;30;19;1592;6;9,9;6;58;17;29,3;0,1;0,35;21,4;7;0;0;3,7;3,7;0,06;2,3;2,3;678;918;73,9;26500000
Ryad Boudebouz;ALG;MF,FW;Saint-Étienne;fr Ligue 1;31;30;27;2252;2;5,3;3;27;9;33,3;0,07;0,22;23,4;7;1;1;2,2;1,5;0,05;0,8;0,5;1222;1553;78,7;1975000
Ryan Bertrand;ENG;DF;Leicester City;eng Premier League;31;4;4;337;0;0,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;154;191;80,6;4800000
Ryan Fraser;SCO;FW,MF;Newcastle Utd;eng Premier League;27;27;18;1465;2;5,1;2;24;7;29,2;0,08;0,29;17,2;0;0;0;2,8;2,8;0,12;-0,8;-0,8;333;478;69,7;9714285
Ryan Fredericks;ENG;DF;West Ham;eng Premier League;28;7;3;307;0;0,1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;114;147;77,6;2200000
Ryan Sessegnon;ENG;DF;Tottenham;eng Premier League;21;15;13;1047;0;3,3;0;6;1;16,7;0;0;13,6;0;0;0;0,4;0,4;0,06;-0,4;-0,4;315;424;74,3;19166666
Rémy Cabella;FRA;MF,FW;Montpellier;fr Ligue 1;31;5;3;313;0;1,3;0;2;0;0;0;0;8,9;0;0;0;0,3;0,3;0,16;-0,3;-0,3;178;213;83,6;6700000
Rúben Dias;POR;DF;Manchester City;eng Premier League;24;29;27;2402;2;4,6;2;18;4;22,2;0,11;0,5;10,6;0;0;0;2,2;2,2;0,12;-0,2;-0,2;2097;2224;94,3;74000000
Rúben Neves;POR;MF;Wolves;eng Premier League;24;33;31;2661;4;3,4;4;42;16;38,1;0,1;0,25;26;4;0;0;1,2;1,2;0,03;2,8;2,8;1593;1925;82,8;42833333
Rúben Vezo;POR;DF;Levante;es La Liga;27;32;27;2420;0;1;0;17;4;23,5;0;0;12,4;0;0;0;0,8;0,8;0,05;-0,8;-0,8;1055;1263;83,5;6571428
Sacha Delaye;FRA;MF,FW;Montpellier;fr Ligue 1;19;11;3;262;0;1;0;3;0;0;0;0;20,2;0;0;0;0,1;0,1;0,04;-0,1;-0,1;68;90;75,6;516666
Sada Thioub;SEN;MF;Angers;fr Ligue 1;26;1;0;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4;50;2300000
Sadio Mané;SEN;FW;Liverpool;eng Premier League;29;34;32;2819;16;21,1;16;99;37;37,4;0,16;0,43;13,3;0;0;0;16,7;16,7;0,17;-0,7;-0,7;819;1091;75,1;71428571
Salih Özcan;TUR;MF;Köln;de Bundesliga;23;31;26;2312;2;3,5;2;27;6;22,2;0,07;0,33;15,1;0;0;0;2,3;2,3;0,09;-0,3;-0,3;1137;1354;84;7866666
Salim Ben Seghir;FRA;FW;Marseille;fr Ligue 1;18;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;100;400000
Salis Abdul Samed;GHA;MF;Clermont Foot;fr Ligue 1;21;31;29;2462;1;1,9;1;18;5;27,8;0,06;0,2;20,3;0;0;0;0,8;0,8;0,04;0,2;0,2;1532;1671;91,7;4737500
Salomón Rondón;VEN;FW;Everton;eng Premier League;31;20;8;790;1;2,9;1;21;6;28,6;0,05;0,17;11,6;0;0;0;2,2;2,2;0,1;-1,2;-1,2;128;192;66,7;3900000
Salva Sevilla;ESP;MF;Mallorca;es La Liga;37;28;17;1507;1;4,3;5;22;4;18,2;0,05;0,25;25,9;7;4;4;4,6;1,5;0,07;0,4;-0,5;798;988;80,8;300000
Salvatore Sirigu;ITA;GK;Genoa;it Serie A;34;37;37;3330;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;781;1204;64,9;1380000
Sam Byram;ENG;DF;Norwich City;eng Premier League;27;15;11;1027;0;1,1;0;7;1;14,3;0;0;8,9;0;0;0;0,9;0,9;0,13;-0,9;-0,9;380;486;78,2;1916666
